MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Was Remodeled
120,190810.50749559083,53.0,4045,4,178309.4876472824,177388.57623947616,3,196661.67857142858,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,7,5,2006,2006,226018.87385740402,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,45.0,4,3,226384.9992337165,4,3,0.0,0.0,1070.0,0.0,0.0,286.0,1356.0,181204.96805555557,5,0.0,186200.11090365946,1500,0,0,1500,1.0,0.0,2,0,2,1,4,6,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,3.0,648.0,3,3,0.0,161,20,0,0,0,0,0.0,0,10,2006,277016.7923728814,274579.0123966942,246578,0,0,0
60,190810.50749559083,60.0,21930,1,178309.4876472824,177388.57623947616,3,190646.57575757575,181413.0,180228.34979281767,184355.61983471076,205820.0909090909,5,5,2005,2005,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,4,0.0,0.0,0.0,0.0,0.0,732.0,732.0,181204.96805555557,5,0.0,186200.11090365946,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,182981.7087770841,1,4,249693.30810810812,2005.0,0.0,2.0,372.0,3,3,0.0,100,40,0,0,0,0,0.0,0,7,2006,173907.60378847673,175327.41417910447,192140,1,1,0
60,190810.50749559083,64.0,7861,3,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2002,2003,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,457.0,0.0,0.0,326.0,783.0,181204.96805555557,5,0.0,186200.11090365946,807,702,0,1509,1.0,0.0,2,1,3,1,4,7,182981.7087770841,1,4,203176.59119861032,2002.0,0.0,2.0,393.0,3,3,0.0,100,75,0,0,0,0,0.0,0,6,2006,173907.60378847673,175327.41417910447,183200,4,3,1
60,190810.50749559083,74.0,9056,3,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,2004,2004,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,5,4,0.0,0.0,0.0,0.0,0.0,707.0,707.0,181204.96805555557,5,0.0,186200.11090365946,707,707,0,1414,0.0,0.0,2,1,3,1,4,6,182981.7087770841,1,4,203176.59119861032,2004.0,0.0,2.0,403.0,3,3,0.0,100,35,0,0,0,0,0.0,0,10,2006,173907.60378847673,175327.41417910447,178000,2,2,0
60,190810.50749559083,59.0,9171,3,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,2004,2005,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,848.0,848.0,181204.96805555557,5,0.0,186200.11090365946,848,750,0,1598,0.0,0.0,2,1,3,1,4,7,182981.7087770841,1,4,203176.59119861032,2004.0,0.0,2.0,433.0,3,3,0.0,100,48,0,0,0,0,0.0,0,7,2006,173907.60378847673,175327.41417910447,201490,2,1,1
60,190810.50749559083,106.0,11194,3,178309.4876472824,177751.95866141733,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,2000,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,40.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1406.0,1406.0,181204.96805555557,5,0.0,186200.11090365946,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,182981.7087770841,1,3,203176.59119861032,2000.0,0.0,2.0,504.0,3,3,0.0,188,124,0,0,0,0,0.0,0,11,2006,173907.60378847673,175327.41417910447,230500,6,6,0
60,190810.50749559083,63.0,7875,4,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,2003,2003,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,783.0,783.0,181204.96805555557,5,0.0,186200.11090365946,807,702,0,1509,0.0,0.0,2,1,3,1,4,8,182981.7087770841,1,4,203176.59119861032,2003.0,0.0,2.0,393.0,3,3,0.0,0,75,0,0,0,0,0.0,0,7,2006,173907.60378847673,175327.41417910447,180000,3,3,0
60,190810.50749559083,64.0,8121,3,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2000,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,953.0,953.0,181204.96805555557,5,0.0,186200.11090365946,953,711,0,1664,0.0,0.0,2,1,3,1,3,7,182981.7087770841,1,3,203176.59119861032,2000.0,0.0,2.0,460.0,3,3,0.0,100,40,0,0,0,0,0.0,0,1,2006,173907.60378847673,175327.41417910447,172400,6,6,0
60,190810.50749559083,64.0,8658,3,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2000,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,226384.9992337165,4,3,0.0,0.0,732.0,0.0,0.0,250.0,982.0,181204.96805555557,5,0.0,186200.11090365946,1008,881,0,1889,0.0,0.0,2,1,3,1,3,9,182981.7087770841,1,3,203176.59119861032,2000.0,0.0,2.0,431.0,3,3,0.0,0,0,0,0,0,0,0.0,0,4,2006,173907.60378847673,175327.41417910447,215000,6,6,0
60,190810.50749559083,64.0,11214,3,178309.4876472824,177751.95866141733,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,1998,1999,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,930.0,930.0,181204.96805555557,4,0.0,186200.11090365946,956,930,0,1886,0.0,0.0,2,1,4,1,4,10,182981.7087770841,1,3,203176.59119861032,1998.0,0.0,2.0,431.0,3,3,0.0,89,0,0,0,0,0,0.0,0,7,2006,173907.60378847673,175327.41417910447,199900,8,7,1
60,190810.50749559083,58.0,10852,3,178309.4876472824,177388.57623947616,3,190646.57575757575,181413.0,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2000,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,226384.9992337165,4,3,0.0,0.0,786.0,0.0,0.0,173.0,959.0,181204.96805555557,5,0.0,186200.11090365946,959,712,0,1671,1.0,0.0,2,1,3,1,3,7,182981.7087770841,1,3,203176.59119861032,2000.0,0.0,2.0,472.0,3,3,0.0,0,38,0,0,0,0,0.0,0,2,2006,173907.60378847673,175327.41417910447,173000,6,6,0
60,190810.50749559083,64.0,12104,3,178309.4876472824,196635.85714285713,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1035.0,1035.0,181204.96805555557,4,0.0,186200.11090365946,1082,1240,0,2322,0.0,0.0,3,1,4,1,4,8,182981.7087770841,0,0,203176.59119861032,2006.0,0.0,3.0,617.0,3,3,0.0,400,45,0,0,0,0,0.0,0,8,2006,277016.7923728814,274579.0123966942,287602,0,0,0
60,190810.50749559083,66.0,8738,3,178309.4876472824,177388.57623947616,3,190646.57575757575,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,1999,1999,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,302.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,975.0,975.0,181204.96805555557,5,0.0,186200.11090365946,1005,1286,0,2291,0.0,0.0,2,1,4,1,4,8,182981.7087770841,1,3,249693.30810810812,1999.0,0.0,2.0,429.0,3,3,0.0,192,0,0,0,0,0,0.0,0,2,2006,173907.60378847673,175327.41417910447,230000,7,7,0
60,190810.50749559083,82.0,9452,4,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1997,1998,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,423.0,4,3,226384.9992337165,4,3,0.0,0.0,1074.0,0.0,0.0,322.0,1396.0,181204.96805555557,5,0.0,186200.11090365946,1407,985,0,2392,1.0,0.0,2,1,3,1,4,7,182981.7087770841,1,3,203176.59119861032,1997.0,0.0,3.0,870.0,3,3,0.0,0,70,0,0,0,0,0.0,0,6,2006,173907.60378847673,175327.41417910447,348000,9,8,1
60,190810.50749559083,84.0,9660,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1998,1998,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,242.0,4,3,226384.9992337165,4,3,0.0,0.0,791.0,0.0,0.0,253.0,1044.0,181204.96805555557,5,0.0,186200.11090365946,1079,897,0,1976,1.0,0.0,2,1,3,1,4,7,182981.7087770841,1,5,203176.59119861032,1998.0,0.0,3.0,885.0,3,3,0.0,210,31,0,0,0,0,0.0,0,2,2006,173907.60378847673,175327.41417910447,286000,8,8,0
60,190810.50749559083,83.0,9545,4,178309.4876472824,177751.95866141733,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,2000,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,322.0,4,3,226384.9992337165,4,3,0.0,0.0,505.0,0.0,0.0,655.0,1160.0,181204.96805555557,5,0.0,186200.11090365946,1205,1029,0,2234,1.0,0.0,2,1,3,1,4,7,182981.7087770841,1,3,249693.30810810812,2000.0,0.0,3.0,768.0,3,3,0.0,0,50,0,0,0,0,0.0,0,6,2006,173907.60378847673,175327.41417910447,300000,6,6,0
60,190810.50749559083,118.0,35760,3,178309.4876472824,225531.8722222222,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,10,5,1995,1996,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,1378.0,4,4,226384.9992337165,5,3,0.0,0.0,1387.0,0.0,0.0,543.0,1930.0,181204.96805555557,5,0.0,186200.11090365946,1831,1796,0,3627,1.0,0.0,3,1,4,1,4,10,182981.7087770841,1,3,203176.59119861032,1995.0,0.0,3.0,807.0,3,3,0.0,361,76,0,0,0,0,0.0,0,7,2006,173907.60378847673,175327.41417910447,625000,11,10,1
60,190810.50749559083,89.0,9233,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,9,5,2000,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,877.0,4,3,226384.9992337165,5,3,0.0,0.0,1182.0,0.0,0.0,358.0,1540.0,181204.96805555557,5,0.0,186200.11090365946,1540,1315,0,2855,1.0,0.0,2,1,4,1,5,9,182981.7087770841,1,3,203176.59119861032,2000.0,0.0,3.0,774.0,3,3,0.0,247,55,0,0,0,0,0.0,0,3,2006,173907.60378847673,175327.41417910447,405000,6,6,0
60,190810.50749559083,78.0,12011,3,178309.4876472824,225531.8722222222,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1998,1998,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,530.0,4,3,226384.9992337165,4,3,0.0,0.0,956.0,0.0,0.0,130.0,1086.0,181204.96805555557,5,0.0,186200.11090365946,1086,838,0,1924,1.0,0.0,2,1,3,1,4,7,182981.7087770841,1,3,203176.59119861032,1998.0,0.0,2.0,592.0,3,3,0.0,208,75,0,0,374,0,0.0,0,6,2006,173907.60378847673,175327.41417910447,280000,8,8,0
60,190810.50749559083,93.0,12090,4,178309.4876472824,177751.95866141733,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1998,1998,226018.87385740402,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,650.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1141.0,1141.0,181204.96805555557,4,0.0,186200.11090365946,1165,1098,0,2263,0.0,0.0,2,1,4,1,4,10,182981.7087770841,1,3,249693.30810810812,1998.0,0.0,2.0,420.0,3,3,0.0,144,123,0,0,0,0,0.0,0,7,2006,173907.60378847673,137197.29100529102,258000,8,8,0
60,190810.50749559083,83.0,10019,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1995,1995,226018.87385740402,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,397.0,4,3,226384.9992337165,4,3,0.0,0.0,527.0,0.0,0.0,815.0,1342.0,181204.96805555557,5,0.0,186200.11090365946,1358,1368,0,2726,0.0,0.0,2,1,4,1,4,9,182981.7087770841,1,5,203176.59119861032,1995.0,0.0,3.0,725.0,3,3,0.0,307,169,168,0,0,0,0.0,0,6,2006,173907.60378847673,175327.41417910447,350000,11,11,0
60,190810.50749559083,114.0,17242,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,9,5,1993,1994,226018.87385740402,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,738.0,4,4,226384.9992337165,5,3,0.0,0.0,292.0,0.0,1393.0,48.0,1733.0,181204.96805555557,5,0.0,186200.11090365946,1933,1567,0,3500,1.0,0.0,3,1,4,1,5,11,182981.7087770841,1,3,203176.59119861032,1993.0,0.0,3.0,959.0,3,3,0.0,870,86,0,0,210,0,0.0,0,5,2006,173907.60378847673,175327.41417910447,584500,13,12,1
60,190810.50749559083,89.0,10236,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1994,1995,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,501.0,4,3,226384.9992337165,4,3,0.0,0.0,380.0,0.0,168.0,742.0,1290.0,181204.96805555557,5,0.0,186200.11090365946,1305,1189,0,2494,1.0,0.0,2,1,4,1,4,9,182981.7087770841,1,3,203176.59119861032,1994.0,0.0,3.0,803.0,3,3,0.0,200,95,0,0,0,0,0.0,0,6,2006,173907.60378847673,175327.41417910447,321000,12,11,1
60,190810.50749559083,92.0,10120,4,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1994,1994,226018.87385740402,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,391.0,4,3,226384.9992337165,4,3,0.0,0.0,740.0,0.0,0.0,425.0,1165.0,181204.96805555557,5,0.0,186200.11090365946,1203,1323,0,2526,1.0,0.0,2,1,4,1,4,8,182981.7087770841,1,3,203176.59119861032,1994.0,0.0,3.0,844.0,3,3,0.0,309,78,0,0,0,0,0.0,0,12,2006,173907.60378847673,175327.41417910447,290000,12,12,0
60,190810.50749559083,89.0,12585,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,1993,1993,170059.83362068966,179915.26421636617,159525.73015873015,223157.14285714287,210179.47781569965,420.0,4,3,226384.9992337165,4,3,0.0,0.0,247.0,0.0,1039.0,0.0,1286.0,181204.96805555557,5,0.0,186200.11090365946,1565,1234,0,2799,1.0,0.0,2,1,3,1,4,8,182981.7087770841,1,3,203176.59119861032,1993.0,0.0,3.0,704.0,3,3,0.0,432,136,0,0,0,0,0.0,0,10,2006,173907.60378847673,175327.41417910447,315000,13,13,0
60,190810.50749559083,75.0,12447,3,178309.4876472824,177388.57623947616,3,229707.32417582418,181413.0,180228.34979281767,184355.61983471076,205820.0909090909,8,5,2005,2006,170059.83362068966,179915.26421636617,235143.1935483871,234018.1935483871,261575.92276422764,192.0,4,3,226384.9992337165,4,4,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0,181204.96805555557,5,0.0,186200.11090365946,1116,848,0,1964,0.0,0.0,2,1,3,1,4,8,182981.7087770841,1,4,249693.30810810812,2005.0,0.0,2.0,760.0,3,3,0.0,200,70,0,0,0,0,0.0,0,1,2006,277016.7923728814,274579.0123966942,252000,1,0,1
20,190810.50749559083,49.0,15218,3,178309.4876472824,225531.8722222222,3,229707.32417582418,181413.0,180228.34979281767,184355.61983471076,178696.39527027027,8,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,5,4,0.0,0.0,1562.0,0.0,0.0,108.0,1670.0,181204.96805555557,5,0.0,186200.11090365946,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,3.0,928.0,3,3,0.0,0,240,200,0,0,0,0.0,0,9,2006,277016.7923728814,274579.0123966942,336820,0,0,0
20,190810.50749559083,49.0,20896,2,178309.4876472824,225531.8722222222,3,229707.32417582418,181413.0,180228.34979281767,184355.61983471076,178696.39527027027,8,5,2005,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,5,3,0.0,0.0,1721.0,0.0,0.0,356.0,2077.0,181204.96805555557,5,0.0,186200.11090365946,2097,0,0,2097,1.0,0.0,1,1,1,1,5,8,182981.7087770841,1,5,203176.59119861032,2005.0,0.0,3.0,1134.0,3,3,0.0,192,267,0,0,0,0,0.0,0,1,2006,277016.7923728814,274579.0123966942,423000,1,0,1
20,190810.50749559083,85.0,10182,3,178309.4876472824,225531.8722222222,3,229707.32417582418,201027.77777777778,180228.34979281767,184355.61983471076,178696.39527027027,8,5,2006,2006,226018.87385740402,179915.26421636617,217183.18323586744,217126.56354679802,261575.92276422764,420.0,4,3,226384.9992337165,5,3,0.0,0.0,1220.0,0.0,0.0,440.0,1660.0,181204.96805555557,5,0.0,186200.11090365946,1660,0,0,1660,1.0,0.0,2,0,3,1,4,8,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,2.0,500.0,3,3,0.0,322,50,0,0,0,0,0.0,0,5,2006,277016.7923728814,274579.0123966942,290000,0,0,0
20,190810.50749559083,73.0,8688,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,2005,2005,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,228.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1616.0,1616.0,181204.96805555557,5,0.0,186200.11090365946,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,182981.7087770841,0,0,203176.59119861032,2005.0,0.0,3.0,834.0,3,3,0.0,208,59,0,0,0,0,0.0,0,4,2006,173907.60378847673,175327.41417910447,232000,1,1,0
20,190810.50749559083,85.0,10936,4,178309.4876472824,177751.95866141733,3,229707.32417582418,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,8,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,60.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1504.0,1504.0,181204.96805555557,5,0.0,186200.11090365946,1504,0,0,1504,0.0,0.0,2,0,3,1,4,7,182981.7087770841,0,0,203176.59119861032,2006.0,0.0,2.0,510.0,3,3,0.0,144,0,0,0,0,0,0.0,0,9,2006,277016.7923728814,274579.0123966942,199000,0,0,0
20,218986.94964028776,72.0,8640,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,8,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,24.0,0.0,0.0,1254.0,1278.0,181204.96805555557,5,0.0,186200.11090365946,1278,0,0,1278,0.0,0.0,2,0,2,1,4,5,182981.7087770841,0,0,203176.59119861032,2006.0,0.0,2.0,584.0,3,3,0.0,0,60,0,0,0,0,0.0,0,10,2006,277016.7923728814,274579.0123966942,198600,0,0,0
60,218986.94964028776,100.0,13162,4,178309.4876472824,177751.95866141733,3,229707.32417582418,142498.90184049078,180228.34979281767,184355.61983471076,205820.0909090909,9,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,5,3,0.0,0.0,1836.0,0.0,0.0,200.0,2036.0,181204.96805555557,5,0.0,186200.11090365946,2036,604,0,2640,1.0,0.0,3,1,3,1,5,11,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,3.0,792.0,3,3,0.0,0,265,0,0,0,0,0.0,0,11,2006,277016.7923728814,274579.0123966942,405749,0,0,0
20,218986.94964028776,81.0,11216,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,8,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,4,0.0,0.0,0.0,0.0,0.0,1489.0,1489.0,181204.96805555557,5,0.0,186200.11090365946,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,2.0,776.0,3,3,0.0,0,140,0,0,0,0,0.0,0,6,2006,277016.7923728814,274579.0123966942,232600,0,0,0
60,218986.94964028776,84.0,10728,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,8,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1095.0,1095.0,181204.96805555557,4,0.0,186200.11090365946,1095,844,0,1939,0.0,0.0,2,1,3,1,4,8,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,3.0,1053.0,3,3,0.0,192,51,0,0,0,0,0.0,0,8,2006,277016.7923728814,274579.0123966942,266000,0,0,0
60,218986.94964028776,65.0,8125,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,2005,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,756.0,756.0,181204.96805555557,5,0.0,186200.11090365946,756,797,0,1553,0.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,203176.59119861032,2005.0,0.0,2.0,615.0,3,3,0.0,0,45,0,0,0,0,0.0,0,3,2006,277016.7923728814,274579.0123966942,186500,1,0,1
60,218986.94964028776,65.0,8125,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2005,2005,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,858.0,858.0,181204.96805555557,5,0.0,186200.11090365946,858,858,0,1716,0.0,0.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,2005.0,0.0,2.0,615.0,3,3,0.0,0,53,0,0,0,0,0.0,0,2,2006,173907.60378847673,175327.41417910447,200825,1,1,0
60,218986.94964028776,65.0,8125,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,4,0.0,0.0,0.0,0.0,0.0,770.0,770.0,181204.96805555557,5,0.0,186200.11090365946,778,798,0,1576,0.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,203176.59119861032,2006.0,0.0,2.0,614.0,3,3,0.0,0,50,0,0,0,0,0.0,0,8,2006,277016.7923728814,274579.0123966942,197000,0,0,0
20,218986.94964028776,60.0,7200,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,6,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,261575.92276422764,68.0,4,3,226384.9992337165,4,3,0.0,0.0,905.0,0.0,0.0,357.0,1262.0,181204.96805555557,4,0.0,186200.11090365946,1262,0,0,1262,0.0,0.0,2,0,2,1,4,5,182981.7087770841,0,0,203176.59119861032,2006.0,0.0,2.0,572.0,3,3,0.0,0,120,0,0,0,0,0.0,0,5,2006,277016.7923728814,274579.0123966942,185000,0,0,0
20,218986.94964028776,62.0,7500,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,2005,2005,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1257.0,1257.0,181204.96805555557,5,0.0,186200.11090365946,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,182981.7087770841,1,3,203176.59119861032,2005.0,0.0,2.0,453.0,3,3,0.0,38,144,0,0,0,0,0.0,0,4,2006,173907.60378847673,175327.41417910447,176000,1,1,0
20,218986.94964028776,60.0,7200,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,2006,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,4,0.0,0.0,0.0,0.0,0.0,1293.0,1293.0,181204.96805555557,5,0.0,186200.11090365946,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,182981.7087770841,1,4,203176.59119861032,2006.0,0.0,2.0,572.0,3,3,0.0,216,121,0,0,0,0,0.0,0,8,2006,277016.7923728814,274579.0123966942,187750,0,0,0
